id,name,sex,height,weight,team
15645,Tomasz Broyna,M,175,65,Poland
15646,Jos Carlos Bru Villareal,M,,,Mexico
15647,Anders Jrgen Bru (Johansen-),M,,,Norway
15648,Luis Bru Prez,M,,,Spain
15649,Raymond Jean Bru,M,,,Belgium
15650,Bernard Bruand,M,185,87,France
15651,"Mary Alexandra ""Alex"" Bruce",F,182,75,Canada
15652,Andrea Maureen Bruce,F,175,54,Jamaica
15653,Andrew Bruce,M,182,75,Trinidad and Tobago
15654,"Theodore William ""Bill"" Bruce",M,,,Australia
15655,Caroline Cadman Bruce (-McAndrew),F,172,67,United States
15656,Charles Granville Bruce,M,,,Great Britain
15657,Edward Malcolm Bruce,M,,,United States
15658,"Geoffrey Seabury ""Geoff"" Bruce",M,,,United States
15659,John Geoffrey Bruce,M,,,Great Britain
15660,Ian Baines Bruce,M,,,Australia
15661,Ian Boyack Bruce,M,182,82,Canada
15662,Lawrence Bruce,M,,,Great Britain
15663,Melanie Bruce,F,162,53,Great Britain
15664,Robert Bruce,M,192,80,Australia
15665,Tami Lee Bruce (-Armstrong),F,170,62,United States
15666,"Thomas Edwin ""Tom"" Bruce",M,183,73,United States
15667,Wendy Suzanne Bruce (-Martin),F,155,45,United States
15668,Peter Bruch,M,177,65,East Germany
15669,"Bjrn Richard ""Ricky"" Bruch",M,198,140,Sweden
15670,Hans-Dieter Brchert,M,166,57,East Germany
15671,"Lucas ""Luc"" Bruchet",M,183,69,Canada
15672,Herbert Brck,M,,,Austria
15673,Walter Brck,M,,,Austria
15674,Yoav Bruck,M,193,90,Israel
15675,Alajos Bruckner (Bldy-Halsz),M,186,86,Hungary
15676,Roland Brckner,M,172,65,East Germany
15677,Ralf Brudel,M,192,90,East Germany
15678,Hansruedi Bruder,M,174,65,Switzerland
15679,Jrg Bruder,M,180,85,Brazil
15680,Peter William Bruder,M,,,United States
15681,Carlos Andrs Bruderer,M,,,Guatemala
15682,Christian Bruderer,M,,,Guatemala
15683,"Wilhelm ""Willy"" Brderlin",M,,,Switzerland
15684,Trygve Brudevold,M,,,Norway-1
15685,Franois Brueren,M,,,Belgium
15686,Vicente Brugat Vicens,M,178,74,Spain
15687,Claude Brugerolles,M,,,France
15688,"Richard John ""Dick"" Bruggeman",M,186,77,United States
15689,Prospre Bruggeman,M,,,Royal Club Nautique de Gand
15690,Lars Brggemann,M,192,104,Germany
15691,Lisa Brggemann,F,157,48,Germany
15692,Magda Bruggemann Schmidt,F,,,Mexico
15693,Kurt Brugger,M,185,86,Italy
15694,Nathalie Brugger,F,174,69,Switzerland
15695,Simon Brgger,M,177,66,Switzerland
15696,"Gert Jan Jozef ""Gert-Jan"" Bruggink",M,191,80,Netherlands
15697,"Edmund ""Edy"" Bruggmann",M,178,75,Switzerland
15698,Karl Bruggmann,M,174,73,Switzerland
15699,Silvia Bruggmann,F,168,54,Switzerland
15700,Hans Brugman,M,172,66,Netherlands
15701,Hermann Frode Brgmann,M,,,Denmark
15702,"Pietro G. ""Peter"" Brugnani",M,185,92,Great Britain-2
15703,Sandra Brugnera,F,,,Italy
15704,Ivano Brugnetti,M,176,61,Italy
15705,Patrick Brugnoli,M,176,80,Italy
15706,Jacques Marie Stanislas Jean Brugnon,M,168,64,France
15707,Sergi Bruguera Torner,M,188,75,Spain
15708,Emmanuel Brugvin,M,192,82,France
15709,Ursula Bruhin,F,166,66,Switzerland
15710,Annika Bruhn,F,183,69,Germany
15711,William Bruhn-Mller,M,,,Roddklubben af 1912-1
15712,Max Brhwiler,M,163,59,Switzerland
15713,"Christiaan Gerrit Herman ""Chris"" Bruil",M,190,80,Netherlands
15714,Lotte Bruil-Jonathans,F,167,68,Netherlands
15715,"Henderika ""Rika"" Bruins (-Griep)",F,,,Netherlands
15716,Sikke Bruinsma,M,,,Netherlands
15717,Henricho Bruintjies,M,179,72,South Africa
15718,Anni Bruk (-Pll),F,167,66,Austria
15719,Jill Brukman,F,,,South Africa
15720,Georges Brul,M,,,France
15721,Julien Louis Brul,M,,,France
15722,Lyubov Aleksandrovna Bruletova,F,150,48,Russia
15723,Patricia Brlhart (-N'Dula),F,164,67,Switzerland
15724,Wilhelm Brlle,M,,,Germany
15725,Andr Brllmann,M,164,64,Switzerland
15726,Christoph Brllmann,M,175,70,Switzerland
15727,Eric Brulon,M,170,70,France
15728,Giuseppe Brumatti,M,190,88,Italy
15729,Ese Brume,F,167,58,Nigeria
15730,Valery Nikolayevich Brumel,M,185,79,Soviet Union
15731,Matja Brumen,M,190,85,Slovenia
15732,Aija Brumermane,F,191,90,Latvia
15733,Clare-Louise Brumley,F,184,68,Australia
15734,Josef Brumlk,M,,82,Czechoslovakia
15735,Berend Brummelman,M,187,77,Netherlands
15736,Jrgen Brmmer,M,170,69,West Germany
15737,Henry Mikko Ilari Brummer,M,178,68.5,Finland
15738,Jan Brumovsk,M,169,60,Czechoslovakia
15739,David Brumwell,M,180,71,Canada
15740,A. Brun,F,,,France
15741,Gasto d'Avila Melo Brun,M,176,75,Brazil
15742,Jean Brun,M,,,Switzerland
15743,Kristoffer Brun,M,175,70,Norway
15744,Vicente d'Avila Melo Brun,M,188,78,Brazil
15745,Franois Alexis Brun-Buisson,M,,,France
15746,Celine Marie Knudtzon Brun-Lie,F,171,61,Norway
15747,Bruna Beatriz Benites Soares,F,178,65,Brazil
15748,Antonio Bruna,M,,,Italy
15749,Enrico Bruna,M,,,Bucintoro Venezia-1
15750,Frantiek Brna,M,192,86,Czechoslovakia
15751,Roberto Brunamonti,M,191,80,Italy
15752,Andr Brunaud,M,,,France
15753,Milan Bruncvk,M,186,85,Czech Republic
15754,Avery Brundage,M,183,91,United States
15755,Jennifer Lyn Brundage,F,167,74,United States
15756,Myles Brundidge,M,180,102,United States
15757,Lars Olof Folke Brundin,M,185,90,Sweden
15758,Grard Brunel,M,186,73,France
15759,Massimo Brunelli,M,175,69,Italy
15760,Sereno Brunello,M,183,81,Italy
15761,Yvonne Anna Margaretha Brunen,F,,,Netherlands
15762,"Thomas ""Carlton"" Bruner",M,175,55,United States
15763,"Michael Lee ""Mike"" Bruner",M,179,73,United States
15764,"Donald W. ""Don"" Bruneski",M,,,Canada
15765,Caroline Brunet,F,175,70,Canada
15766,Jacques-Henri Brunet,M,188,72,Central African Republic
15767,Jean-Guy Brunet,M,,,Canada
15768,Jos Manuel Brunet,M,,,Argentina
15769,Manon Brunet,F,165,55,France
15770,Manuel Brunet,M,179,79,Argentina
15771,Marie Laure Louise Graldine Brunet,F,166,52,France
15772,Michel Brunet,M,180,77,Canada-2
15773,Pierre Andr Brunet,M,168,,France
15774,Pierre mile Ernest Brunet,M,168,,France
15775,Roberta Brunet,F,170,58,Italy
15776,Andre Marguerite Blanche Brunet-Joly,F,165,,France
15777,Guillermo Brunetta,M,193,85,Argentina
15778,Mario Brunetta,M,191,85,Italy
15779,Mara Brunetti,F,167,48,Italy
15780,Luis ngel Brunetto,M,186,74,Argentina
15781,Jean Bruneval,M,,,France
15782,Daniel Brunhart,M,168,60,Liechtenstein
15783,Amedeo Bruni,M,170,,Italy
15784,Dino Bruni,M,,,Italy
15785,Ferruccio Bruni,M,,,Italy
15786,Francesco Bruni,M,176,70,Italy
15787,Gabriele Bruni,M,180,78,Italy
15788,Rachele Bruni,F,170,59,Italy
15789,Romulo Bruni,M,,,Italy
15790,"Robert John ""Rob"" Bruniges",M,188,82,Great Britain
15791,"Bruno ""Bruninho"" Mossa de Rezende",M,190,76,Brazil
15792,Niklaus Brnischolz,M,191,79,Switzerland
15793,Capel Howard Molyneux Brunker,M,,,Great Britain
15794,Joel Brunker,M,171,54,Australia
15795,Gustaf Otto Brunkman,M,,,Roddklubben af 1912-2
15796,Konrad Anton Olsson Brunkman,M,,,Roddklubben af 1912-1
15797,Otto Rikard Brunn,M,,95,Sweden
15798,Chantal Margarita Brunner,F,168,58,New Zealand
15799,Christian Brunner,M,172,67,Switzerland
15800,Christine Brunner,F,172,69,Austria
15801,Damien Brunner,M,180,85,Switzerland
15802,Franz Brunner,M,169,57,Austria
15803,Franz Brunner,M,,,Austria
15804,Georg Brunner,M,,,Germany
15805,Godfrey Brunner,M,167,67,Canada
15806,Helmuth Brunner,M,182,95,Italy-2
15807,Karl Bernhard Brunner,M,173,79,Italy
15808,Magdalena Brunner,F,164,48,Switzerland
15809,Markus Brunner,M,186,88,Italy
15810,Melitta Brunner (-Kreckow),F,164,,Austria
15811,Richard Brnner,M,,,Austria
15812,Roland Brunner,M,173,72,Austria
15813,Roman Brunner,M,198,97,Switzerland
15814,Silvia Brunner (-Jrg),F,168,58,Switzerland
15815,Therry Brunner,M,177,69,Switzerland
15816,"Ursula ""Ursel"" Brunner (-Wirth)",F,165,55,Germany
15817,Walter Brunner,M,167,66,Italy-2
15818,Wilhelm Wulf Peter Brunner,M,187,110,West Germany
15819,Michaela Brunngraber,F,167,56,Austria
15820,Knut Lennart Herbert Brunnhage,M,,,Sweden
15821,Curt Allan Brunnqvist,M,,,Sweden
15822,Alfonso Bruno,M,,,Venezuela
15823,Federico Bruno,M,185,66,Argentina
15824,Francesco Bruno,M,170,65,Italy
15825,Justine Bruno,F,174,63,France
15826,Luciano Bruno,M,175,67,Italy
15827,Maria Bruno,F,160,54,Brazil
15828,Nicols Martn Bruno,M,187,85,Argentina
15829,Vincenzo Bruno,M,165,51,Italy
15830,Thomas Brunold,M,185,80,Switzerland
15831,Klas Johan Ivan Ola Brunstrm,M,193,89,Sweden
15832,Maureen Brunt (-Clark),F,160,74,United States
15833,Tania Maria Brunton-Tupu,F,180,70,New Zealand
15834,"Alfred Heinz ""Fredy"" Brupbacher",M,,,Switzerland
15835,Plinio Anslme Brusa,M,170,,France
15836,Giancarlo Brusati,M,,,Italy
15837,Pietro Bruschi,M,174,77,Italy
15838,Laura Bruschini,F,173,62,Italy-1
15839,Massimo Bruschini,M,157,71,Italy
15840,Matteo Bruscoli,M,185,75,Italy
15841,Marzio Bruseghin,M,182,70,Italy
15842,"Ulferd Onke ""Frits"" Bruseker",M,,,Netherlands
15843,Artur Brusenbauch,M,,,Austria
15844,Javier Bruses Manresa,M,174,78,Spain
15845,Ellen Maria Brusewitz (Holmstrm-),F,,,Sweden
15846,Anne Brusletto (-Heje),F,168,55,Norway
15847,Olga Aleksandrovna Brusnikina,F,169,55,Russia
15848,"Ernesto Mario ""Enrico"" Brusoni",M,,,Italy
15849,"Pieter Johannes ""Jan"" Brussaard",M,,,Netherlands
15850,Jan Hendrik Brussaard,M,,,Netherlands
15851,Thierry Brusseau,M,182,63,France
15852,Nicols Brussino,M,200,84,Argentina
15853,Arne Brustad,M,,,Norway
15854,Georg Brustad,M,,,Norway
15855,Martin Brustmann,M,,,Germany
15856,Hkon Brusveen,M,,,Norway
15857,Kjelfrid Brusveen (Gutubakken-),F,,,Norway
15858,Marlene Bruten Durst,F,166,60,Mexico
15859,"Calvin Thomas ""C. J."" Bruton, Jr.",M,188,83,Australia
15860,Niall Bruton,M,180,69,Ireland
15861,"Anton Johann ""Toni"" Brutscher",M,,,Germany
15862,Antonio Brutti,M,169,59,Italy
15863,Raffaella Brutto,F,169,63,Italy
15864,Joel Brutus,M,183,133.5,Haiti
15865,Carsten Henrik Bruun,M,,,Norway
15866,Carsten Bruun,M,171,68,Denmark
15867,Edgar Helge Bruun,M,,,Norway
15868,Klavs Bruun Jrgensen (-Hrlykke),M,180,90,Denmark
15869,Uis Brvelis,M,173,67,Latvia
15870,Jean-Paul Bruwier,M,186,74,Belgium
15871,"Jannes Albert ""Jan"" Bruyn",M,183,75,Netherlands
15872,Johan Guillaume Maria Bruyneel,M,182,71,Belgium
15873,Frdric-Albert Gustave Bruynseels,M,,,Edelweiss II-1
15874,Mindaugas Bruas,M,,,Lithuania
15875,Ladislav Brek,M,,,Czechoslovakia
15876,Mris Bruiks,M,187,73,Latvia
15877,Ilona Bruzsenyk (-Gresa),F,165,56,Hungary
15878,Mario Bruzzone,M,,,Bamba
15879,Nicols Bruzzone,M,169,76,Argentina
15880,"Robert Charles ""Bob"" Bryan",M,193,92,United States-1
15881,Laverne Bryan,F,171,50,Antigua and Barbuda
15882,"Michael Carl ""Mike"" Bryan",M,191,87,United States-1
15883,"Nicholas ""Nick"" Bryan",M,182,78,Hong Kong
15884,David Gareth Bryan-Jones,M,182,68,Great Britain
15885,Aleksey Sergeyevich Bryansky,M,192,82,Russia
15886,Alan Bryant,M,182,76,Zimbabwe
15887,John Kent Bryant,M,183,95,Rush IV
15888,"John Bryant, Jr.",M,,,Australia
15889,Karina Louise Bryant,F,185,109,Great Britain
15890,Kelci Marie Bryant,F,160,61,United States
15891,Kobe Bean Bryant,M,198,100,United States
15892,Percy D. Bryant,M,,,United States-2
15893,"George Philip ""Phil"" Bryant",M,,,United States
15894,Philip Malcolm Bryant,M,,,Australia
15895,Robert Bryant,M,185,85,Australia
15896,Rosalyn Evette Bryant (-Clark),F,165,57,United States
15897,Wallace Bryant,M,169,,United States
15898,Aubrey Bryce,M,178,68,Guyana
15899,Colin John L. Bryce,M,188,,Great Britain-2
15900,Jeffrey Bryce,M,160,60,Great Britain
15901,Antonn Brych,M,,,Czechoslovakia
15902,Lucjan Antoni Brychczy,M,167,68,Poland
15903,Kirk Bryde,M,183,79,Canada
15904,Dana Brdlov,F,144,40,Czechoslovakia
15905,Emily Brydon,F,181,90,Canada
15906,Paul David Brydon,M,173,,New Zealand
15907,Arto Kalervo Bryggare,M,194,88,Finland
15908,Haakon Piro Bryhn,M,,,Norna
15909,Ole-Kristian Bryhn,M,189,,Norway
15910,Matts Stefan Brykt,M,180,70,Sweden
15911,Alexia Marie Bryn (Schien-),F,,,Norway
15912,Yngvar Bryn,M,,,Norway
15913,Vira Volodymyrivna Bryndzei,F,,,Soviet Union
15914,Preben Fjre Brynemo,M,183,71,Norway
15915,Hans Robert Bryner,M,162,67,Ali-Baba II
15916,Kurt Alfred Bryner,M,,,Ali-Baba II
15917,Markus Bryner,M,177,72,Switzerland
15918,Torfi Bryngeirsson,M,178,72,Iceland
15919,Kazimierz Wadysaw Bryniarski,M,174,70,Poland
15920,Magns Brynjlfsson,M,,,Iceland
15921,Reynir Brynjlfsson,M,174,66,Iceland
15922,Sveinn Brynjlfsson,M,,,Iceland
15923,Godelieve Brys,F,159,52,Belgium
15924,Joseph Brys,M,,,Belgium
15925,Aleksandr Aleksandrovich Bryukhankov,M,184,79,Russia
15926,Mira Vasilyevna Bryunina,F,178,74,Soviet Union
15927,Edward Bryzemejster,M,,,Poland
15928,Ilya Nikolayevich Bryzgalov,M,199,90,Russia
15929,Oleksiy Olehovych Bryzhalov,M,176,74,Ukraine
15930,Viktor Arkadiyovych Bryzhin,M,181,79,Soviet Union
15931,Olha Arkadivna Bryzhina (Vladykina-),F,171,63,Soviet Union
15932,Yelyzaveta Viktorivna Bryzhina,F,173,63,Ukraine
15933,Gerda Elbieta Bryka (-Krajciczek),F,160,55,Poland
15934,Frantiek Brzk (-Felek),M,,,Czechoslovakia
15935,Jan Brzk-Felix,M,,,Czechoslovakia
15936,Jerzy Jzef Brzczek,M,174,72,Poland
15937,"Magdalena Brzeska (-Peschel, -Sabolocka)",F,173,48,Germany
15938,Anna Brzeziska,F,171,57,Poland
15939,Marcin Mariusz Brzeziski,M,194,98,Poland
15940,Patryk Radosaw Brzeziski,M,195,77,Poland
15941,Paulina Agata Brzena (-Bentkowska),F,163,56,Poland
15942,Jan Brzeny,M,178,73,Poland
15943,Zora Brziakov,F,186,85,Czechoslovakia
15944,Maarten Brzoskowski,M,185,79,Netherlands
15945,Monika Brzostek,F,173,62,Poland
15946,Piotr Brzzka,M,174,64,Poland
15947,Ashley Brzozowicz,F,176,75,Canada
15948,Dorota Brzozowska,F,171,57,Poland
15949,Antoni Brzozowski,M,,,Poland
15950,Artur Brzozowski,M,174,67,Poland
15951,Janusz Pawe Brzozowski,M,173,79,Poland
15952,Krystian Brzozowski,M,171,74,Poland
15953,Milan Brz,M,182,75,Czech Republic-2
15954,Karen Brdsgaard,F,178,71,Denmark
15955,Bjrn Brnnum,M,,,Denmark
15956,Dejan Brovi,M,,,Serbia and Montenegro
15957,Bu Sun-Hui,F,156,46,South Korea
15958,Bu Tao,M,180,86,China
15959,Mansoor Bu Osaiba,M,169,61,United Arab Emirates
15960,Mohamed Bu Sakher,M,,,Kuwait
15961,Kjersti stgrd Buaas,F,161,57,Norway
15962,Matelita Buadromo,F,171,56,Fiji
15963,Elanga Buala,F,163,50,Papua New Guinea
15964,Emiliano Buale,M,,,Equatorial Guinea
15965,Keerati Bualong,M,181,82,Thailand
15966,Bedopassa Buassat Djonde,M,172,97,Guinea Bissau
15967,Joshua Buatsi,M,185,81,Great Britain
15968,Zsolt Bubn,M,194,81,Hungary
15969,Jamil Mohamed Bubashit,M,,,Saudi Arabia
15970,Viorel Bubu,M,170,70,Romania
15971,Andreas Hjartbro Bube,M,178,65,Denmark
15972,Ladislav Bubenek,M,,,Czechoslovakia
15973,Mat Bubenik,M,197,78,Slovakia
15974,Adalberts Bubenko,M,,,Latvia
15975,"Serhiy Nazarovych ""Sergey"" Bubka",M,183,80,Soviet Union
15976,Vasyl Nazarovych Bubka,M,184,76,Ukraine
15977,Ji Bubla,M,175,89,Czechoslovakia
15978,Ilona Bublov,F,169,59,Czech Republic
15979,Svetlana Yuryevna Bubnenkova (-Stolbova),F,169,60,Russia
15980,"Augustin ""Gustav"" Bubnk",M,,,Czechoslovakia
15981,Vclav Bubnk,M,,,Czechoslovakia
15982,Vlastimil Bubnk,M,178,72,Czechoslovakia
15983,Vitaly Ivanovich Bubnovich,M,169,70,Belarus
15984,Vitaliy Stepanovych Bubon,M,192,99,Ukraine
15985,Botjan Bu,M,176,62,Slovenia
15986,Jure Buar,M,180,74,Slovenia
15987,Gustavo Adolfo Bcaro Ortz,M,,,Guatemala
15988,"James Francis Robert ""Jim"" Buccheri",M,181,85,Italy
15989,Giancarlo Bucchetti,M,,,Italy
15990,Ivano Bucci,M,180,80,San Marino
15991,Paolo Bucci,M,165,65,Italy
15992,Stefania Bucci,F,160,46,Italy
15993,Roberto Buccione,M,178,70,Italy
15994,Addy Elizabeth Bucek,F,174,62,Australia
15995,Adrian Bucenschi,M,199,97,Romania
15996,Eliza-Iulia Buceschi,F,178,70,Romania
15997,Juan Luis Bucetta Prez,M,,,Uruguay
15998,Nahum David Norbert Buch,M,,,Israel
15999,"Petronella ""Nel"" Bch (-de Vos)",F,,,Netherlands
16000,Petr Buchek,M,177,74,Czechoslovakia
16001,Vclav Buchek,M,,,Czechoslovakia
16002,Piotr Buchalski,M,191,85,Poland
16003,Murray Buchan,M,163,64,Great Britain
16004,William Carl Buchan,M,195,89,United States
16005,"William Earl Buchan, Sr.",M,190,95,United States
16006,Caroline Buchanan,F,165,68,Australia
16007,Ella Buchanan,F,,,United States
16008,Ferdinand Lindley Augustus Buchanan,M,,,South Africa
16009,Glenn Robert Buchanan,M,180,77,Australia
16010,"James ""Jim"" Buchanan",M,181,72,Canada
16011,John Buchanan,M,164,64,Great Britain
16012,John Buchanan,M,,,Hera-1
16013,Kadeisha Buchanan,F,170,65,Canada
16014,Rushlee Buchanan,F,170,63,New Zealand
16015,Susan M. Buchanan (-Pierce),F,167,55,Canada
16016,Sharon Lee Buchanan-Patmore,F,168,58,Australia
16017,Oldich Buchar,M,,,Czechoslovakia
16018,"Georges Eugne William ""Go"" Buchard",M,170,,France
16019,Gustave Jean Armand Buchard,M,,,France
16020,Kerri Ann Buchberger,F,182,70,Canada
16021,Vinzenz Buchberger,M,,,Czechoslovakia
16022,Alois Bchel,M,172,78,Liechtenstein
16023,Armin Bchel,M,177,69,Liechtenstein
16024,Eugen Bchel,M,,,Liechtenstein
16025,Gebhard Bchel,M,,,Liechtenstein
16026,Magnus Bchel,M,184,78,Liechtenstein
16027,Marco Bchel,M,186,92,Liechtenstein
16028,Markus Bchel,M,180,75,Liechtenstein
16029,Paul Bchel,M,180,85,Liechtenstein
16030,Robert Bchel,M,,,Liechtenstein
16031,Selina Christina Bchel,F,167,57,Switzerland
16032,Aleksandr Buchenkov,M,182,72,Soviet Union
16033,Andr Bucher,M,186,78,Switzerland
16034,Constant Bucher,M,,,Switzerland
16035,Otto Bucher,M,,,Switzerland
16036,Peter Bucher,M,178,75,West Germany
16037,Reto Bucher,M,180,74,Switzerland
16038,Richard Bucher,M,185,84,Switzerland
16039,Silvana Bucher,F,164,55,Switzerland
16040,Urs-Ulrich Bucher,M,188,98,Ali-Baba VI
16041,Walter Bucher,M,,,Switzerland
16042,Buchert,M,,,France
16043,Hermann Buchfelder,M,,,Austria
16044,Rudolf Buchfelder,M,,,Austria
16045,Walter Buchgraber,M,168,68,Austria
16046,Michael Buchheim,M,176,74,East Germany
16047,Ralf Buchheim,M,183,72,Germany
16048,Grard Buchheit,M,182,68,France
16049,Michael Anton Buchheit,M,182,80,Germany
16050,Hans-Ulrich Buchholz,M,191,89,West Germany
16051,Hans Bchi,M,180,73,Switzerland
16052,Michael Buchleitner,M,190,72,Austria
16053,"Marcos ""Marc"" Bchler",M,,,Switzerland
16054,Nicole Bchler,F,162,54,Switzerland
16055,Matthijs Bchli,M,188,90,Netherlands
16056,Fritz Buchloh,M,,,Germany
16057,"Nicolaas ""Klaas"" Buchly",M,,,Netherlands
16058,Emanuel Buchmann,M,181,61,Germany
16059,"Joachim ""Jochen"" Bchner",M,176,74,Germany
16060,Josef Buchner,M,180,68,Germany
16061,"Annemarie ""Mirl"" Buchner (Fischer-)",F,,,Germany
16062,Ralf Bchner,M,163,56,East Germany
16063,Claude Buchon,M,179,73,France
16064,Karel Buchta,M,,,Czechoslovakia
16065,Lubomr Buchta,M,194,87,Czechoslovakia
16066,Svatopluk Buchta,M,186,74,Czechoslovakia
16067,Volkhart Buchter,M,188,87,West Germany
16068,Christian Bchting,M,179,71,Germany
16069,Charles von Buchwald,M,,,Denmark
16070,Guido Ulrich Buchwald,M,188,88,West Germany
16071,Edgar Buchwalder,M,,,Switzerland
16072,Antoniu Buci,M,161,62,Romania
16073,Piotr Buciarski,M,183,80,Denmark
16074,Wojciech Jan Buciarski,M,180,72,Poland
16075,Marano Bucio Ramrez,M,168,72,Mexico
16076,Craig Werner Buck,M,203,93,United States
16077,Donald Eaton Buck,M,,,United States
16078,Gilles Buck,M,175,77,France
16079,"Lanphear ""Lanny"" Buck",M,,,United States
16080,Lon Oscar Buck,M,,,Luxembourg
16081,Margaret Elison Buck,F,168,59,Australia
16082,"Terence William ""Terry"" Buck",M,,,Australia
16083,"Anthony Jude Joseph ""Tony"" Buck",M,180,97,Great Britain
16084,Deane Buckboro,M,181,71,Canada
16085,Claude Percival Buckenham,M,,,Upton Park FC
16086,"Nicholas Jean ""Nick"" Buckfield",M,185,77.5,Great Britain
16087,Charlie Buckingham,M,188,82,United States
